,Date,User,Tweet,clean_tweet,stem_rmSW,lx_sentiment,tf_sentiment2
398,2023-06-07 17:14:59+00:00,PringGading92,"@s4h4b4tl4m4 Di Ind, PT pertama kali dlm UU No. 23/2003 ttg Pilpres

Pasal 5 Ayat (4) UU : pasangan capres n wacapres hanya dpt diusulkan o/ parpol or gab parpol yg memperoleh min 15% jumlah kursi DPR or 20% dr perolehan suara sah nas dlm pileg

Ketentuan tsb diterapkan pd Pemilu 2004."," di ind pt pertama kali dlm uu no 232003 ttg pilpres

pasal 5 ayat 4 uu  pasangan capres n wacapres hanya dpt diusulkan o parpol or gab parpol yg memperoleh min 15 jumlah kursi dpr or 20 dr perolehan suara sah nas dlm pileg

ketentuan tsb diterapkan pd pemilu 2004",ind pt kali dlm uu no 232003 ttg pilpres pasal 5 ayat 4 uu pasang capres n wacapres dpt usul o parpol or gab parpol yg oleh min 15 kursi dpr or 20 dr oleh suara sah nas dlm pileg tentu tsb terap pd milu 2004,negatif,neutral
399,2023-06-07 17:11:06+00:00,hapusingatanku,@SantorinisSun Feeling juaranya pemilu yg umumin di akhir2 waktu menuju pendaftaran ke KPU.. jd kudu wait &amp; see kompetitor pasang bacawapresnya siapa.. baru di pihak pemenang pilih bacawapresnya.., feeling juaranya pemilu yg umumin di akhir2 waktu menuju pendaftaran ke kpu jd kudu wait amp see kompetitor pasang bacawapresnya siapa baru di pihak pemenang pilih bacawapresnya,feeling juara milu yg umumin 2 daftar kpu jd kudu wait amp see kompetitor pasang bacawapresnya menang pilih bacawapresnya,negatif,positive
400,2023-06-07 17:11:01+00:00,oddishh30,@AntalaAU Janji janji mulu udh kek mau maju pemilu, janji janji mulu udh kek mau maju pemilu,janji janji mulu udh kek maju milu,negatif,negative
401,2023-06-07 17:09:53+00:00,ceng_kasep,"@puanmaharani_ri Giliran mau pemilu untuk rakyat
Faktanya
Petugas partai bukan petugas rakyat"," giliran mau pemilu untuk rakyat
faktanya
petugas partai bukan petugas rakyat",gilir milu rakyat fakta tugas partai tugas rakyat,negatif,negative
402,2023-06-07 17:08:21+00:00,hapusingatanku,@detikcom Jd inget demo kepala desa yg minta diperpanjang masa jabatannya menuju pemilu.., jd inget demo kepala desa yg minta diperpanjang masa jabatannya menuju pemilu,jd inget demo kepala desa yg panjang jabat milu,negatif,neutral
403,2023-06-07 17:07:21+00:00,IndonesiainDC,Sebarkan info ini kepada keluarga dan teman-teman WNI yang belum daftar pemilu di DMV area.  Mari kita sukseskan Pemilu Luar Negeri 2024.,sebarkan info ini kepada keluarga dan temanteman wni yang belum daftar pemilu di dmv area  mari kita sukseskan pemilu luar negeri 2024,sebar info keluarga temanteman wni daftar milu dmv area mari sukses milu negeri 2024,negatif,neutral
404,2023-06-07 17:07:19+00:00,IndonesiainDC,"Halo WNI di Washington DC, Maryland dan Virginia,

Sehubungan dengan penetapan Daftar Pemilih Tetap Luar Negeri (DPTLN) tanggal 21 Juni 2023, kami mengimbau agar Anda segera mendaftar Pemilu paling lambat tanggal 17 Juni 2023 melalui salah satu di bawah ini: https://t.co/M21YHyXIah","halo wni di washington dc maryland dan virginia

sehubungan dengan penetapan daftar pemilih tetap luar negeri dptln tanggal 21 juni 2023 kami mengimbau agar anda segera mendaftar pemilu paling lambat tanggal 17 juni 2023 melalui salah satu di bawah ini ",halo wni washington dc maryland virginia hubung tetap daftar pilih negeri dptln tanggal 21 juni 2023 imbau daftar milu lambat tanggal 17 juni 2023 salah,negatif,neutral
405,2023-06-07 17:06:04+00:00,blarakering,@FPKSDPRRI Dah inimah PKS jadi Pemenang pemilu...🤭🤭🤭, dah inimah pks jadi pemenang pemilu,dah inimah pks menang milu,negatif,positive
406,2023-06-07 17:05:08+00:00,redaksijakarta2,"Dirjen Polpum Ajak Masyarakat Pahami Sistem Pemilu

#pemilu2024
#TegakLurus 
#Lazada66WOWTH

https://t.co/nn4ODDReWS","dirjen polpum ajak masyarakat pahami sistem pemilu

",dirjen polpum ajak masyarakat paham sistem milu,negatif,neutral
407,2023-06-07 17:02:04+00:00,ALuqmanH,@BarcaBandidos Ya emang dia salah. Pangkal masalahnya kan ada di Barto dan Rosell. Tpi tetep sih yg makin memperkeruh masalahnya itu ya ketololan socios yg milih Barto di pemilu tahun 2015., ya emang dia salah pangkal masalahnya kan ada di barto dan rosell tpi tetep sih yg makin memperkeruh masalahnya itu ya ketololan socios yg milih barto di pemilu tahun 2015,ya emang salah pangkal barto rosell tpi tetep sih yg keruh ya tolol socios yg milih barto milu 2015,negatif,negative
408,2023-06-07 17:00:01+00:00,medcom_id,"Lembaga Arus Survei Indonesia menyigi partai mana peraih elektabilitas tertinggi di Jawa Timur (Jatim) jelang Pemilihan Umum (Pemilu) 2024. Hasilnya Partai Kebangkitan Bangsa (PKB) di tempat pertama dengan raihan 19,3 persen (%).

#Pemilu2024 #JawaTimur

https://t.co/X2Rl5II4wH","lembaga arus survei indonesia menyigi partai mana peraih elektabilitas tertinggi di jawa timur jatim jelang pemilihan umum pemilu 2024 hasilnya partai kebangkitan bangsa pkb di tempat pertama dengan raihan 193 persen 

",lembaga arus survei indonesia sigi partai raih elektabilitas tinggi jawa timur jatim jelang pilih milu 2024 hasil partai bangkit bangsa pkb raih 193 persen,positif,neutral
409,2023-06-07 17:00:01+00:00,Polres_Bwi,"🔥COMING SOON🔥

KAPOLDA JATIM ESPORTS COMPETITION 2023

Dengan tema _""Ciptakan Pemilu Damai dan Jawa Timur Bebas Narkoba""._

Segera persiapkan diri dan tim kalian untuk menjadi sang juara di KAPOLDA JATIM ESPORTS COMPETITION 2023
Ikuti informasi terkini di IG @HumasPoldaJatim https://t.co/p0igMl1UHO","coming soon

kapolda jatim esports competition 2023

dengan tema ciptakan pemilu damai dan jawa timur bebas narkoba

segera persiapkan diri dan tim kalian untuk menjadi sang juara di kapolda jatim esports competition 2023
ikuti informasi terkini di ig  ",coming soon kapolda jatim esports competition 2023 tema cipta milu damai jawa timur bebas narkoba siap tim sang juara kapolda jatim esports competition 2023 ikut informasi kini ig,negatif,neutral
410,2023-06-07 16:59:35+00:00,akocktea,"@BurhanMuhtadi Kang survei, panen raya nya emg tahun pemilu..😁", kang survei panen raya nya emg tahun pemilu,kang survei panen raya nya emg milu,negatif,neutral
411,2023-06-07 16:59:21+00:00,BarosPpk,"Reposted • @kpu_ri #TemanPemilih, kamu perlu tau, inilah Rekapitulasi Data Pengajuan Bakal Calon Anggota DPR RI oleh Partai Politik Peserta Pemilu Tahun 2024

#KPUMelayani
#PemiluSerentak2024
https://t.co/1zJ14K0Uf3","reposted    kamu perlu tau inilah rekapitulasi data pengajuan bakal calon anggota dpr ri oleh partai politik peserta pemilu tahun 2024

",reposted tau rekapitulasi data aju calon anggota dpr ri partai politik serta milu 2024,negatif,neutral
412,2023-06-07 16:58:46+00:00,SudahToh,"Bukan karena cuaca sudah sangat baik,melainkan pemilu sudah dekat 🤣🤣🤣🤣🤣
Gitu aja kok bokep...ehh repot 🤣🤣","bukan karena cuaca sudah sangat baikmelainkan pemilu sudah dekat 
gitu aja kok bokepehh repot ",cuaca baikmelainkan milu gitu aja bokepehh repot,negatif,negative
413,2023-06-07 16:57:16+00:00,PembawaPerubahn,Golkar perjuangkan Sistem Proporsional terbuka #airlanggahartarto #golkarindonesia #sistemproporsionalterbuka #politik #indonesia #pemilu https://t.co/pBazOVoXCa,golkar perjuangkan sistem proporsional terbuka ,golkar juang sistem proporsional buka,negatif,neutral
414,2023-06-07 16:56:28+00:00,KhoirilAnwar_,"Genitnya @dennyindrayana ini melebihi genitnya perempuan.

Pion nya Pepo utk mengacaukan pemilu.

Politik bumi hangus, tiji tibeh, egois tidak siap kalah.

Surat mu ini hanya dugaan dan percakapan.","genitnya  ini melebihi genitnya perempuan

pion nya pepo utk mengacaukan pemilu

politik bumi hangus tiji tibeh egois tidak siap kalah

surat mu ini hanya dugaan dan percakapan",genit lebih genit perempuan pion nya pepo utk acau milu politik bumi hangus tiji tibeh egois kalah surat mu duga cakap,negatif,negative
415,2023-06-07 16:54:30+00:00,wahidwanted,"@pandji all in buat aldi taher, lumayan pemilu 2024 jadi seru", all in buat aldi taher lumayan pemilu 2024 jadi seru,all in aldi taher lumayan milu 2024 seru,negatif,positive
416,2023-06-07 16:53:42+00:00,bravetrackindo,@BennyHarmanID Wkwkwkw bung Benny ini MUNAFIK PURA PURA LUPA SEJARAH ya? Ingat tuh kata pa Hasto bhw Demokratlah yg pertama kali merubah sistem pemilu atas nama demokrasi hanya 3 bulan sebelum hari H. Malu lah sm Tuhan Yesus kelompok kau itu munafik., wkwkwkw bung benny ini munafik pura pura lupa sejarah ya ingat tuh kata pa hasto bhw demokratlah yg pertama kali merubah sistem pemilu atas nama demokrasi hanya 3 bulan sebelum hari h malu lah sm tuhan yesus kelompok kau itu munafik,wkwkwkw benny munafik pura pura lupa sejarah ya tuh pa hasto bhw demokrat yg kali rubah sistem milu nama demokrasi 3 h malu sm tuhan yesus kelompok kau munafik,negatif,negative
417,2023-06-07 16:50:10+00:00,humasrespaskot,"🔥COMING SOON🔥

KAPOLDA JATIM ESPORTS COMPETITION 2023

Dengan tema _""Ciptakan Pemilu Damai dan Jawa Timur Bebas Narkoba""._

Segera persiapkan diri dan tim kalian untuk menjadi sang juara di KAPOLDA JATIM ESPORTS COMPETITION 2023
Ikuti informasi terkini di IG @HumasPoldaJatim https://t.co/zLehnkzuXb","coming soon

kapolda jatim esports competition 2023

dengan tema ciptakan pemilu damai dan jawa timur bebas narkoba

segera persiapkan diri dan tim kalian untuk menjadi sang juara di kapolda jatim esports competition 2023
ikuti informasi terkini di ig  ",coming soon kapolda jatim esports competition 2023 tema cipta milu damai jawa timur bebas narkoba siap tim sang juara kapolda jatim esports competition 2023 ikut informasi kini ig,negatif,neutral
418,2023-06-07 16:50:05+00:00,bubeeble,"@thaellaluv @palmsugardonut widiih nyoblos duluan, padahal pemilu masih taun depan",  widiih nyoblos duluan padahal pemilu masih taun depan,widiih nyoblos duluan milu taun,negatif,negative
419,2023-06-07 16:50:03+00:00,SangLangit01,"@21_mozza #Korea2Senayan itu akan pura² mendengar suara rakyat, SKSD ke rakyat pas mau pemilu doang", itu akan pura mendengar suara rakyat sksd ke rakyat pas mau pemilu doang,pura dengar suara rakyat sksd rakyat pas milu doang,positif,negative
420,2023-06-07 16:49:20+00:00,Fr4nst,"Partai bisa eksis krn pemilihnya. Mayoritas pemilih Nasdem dan Demokrat adlh rakyat nasionalis. Jadi dngn usung Anies yg dianggap tdk nasionalis, maka Nasdem dan Demokrat akan kehilangan mayoritas pemilihnya.
Di Pemilu 2024, akan bnyk partai lama yg kehilangan suara pemilihnya.","partai bisa eksis krn pemilihnya mayoritas pemilih nasdem dan demokrat adlh rakyat nasionalis jadi dngn usung anies yg dianggap tdk nasionalis maka nasdem dan demokrat akan kehilangan mayoritas pemilihnya
di pemilu 2024 akan bnyk partai lama yg kehilangan suara pemilihnya",partai eks krn pilih mayoritas pilih nasdem demokrat adlh rakyat nasionalis dngn usung anies yg anggap tdk nasionalis nasdem demokrat hilang mayoritas pilih milu 2024 bnyk partai yg hilang suara pilih,negatif,negative
421,2023-06-07 16:48:55+00:00,emerson_yuntho,"Polling Independen. Bukan Pesanan. Jika besok adalah Hari H Pemilu 2024, Siapakah Calon Presiden yang g kamu pilih? #Pilpres2024",polling independen bukan pesanan jika besok adalah hari h pemilu 2024 siapakah calon presiden yang g kamu pilih ,polling independen pesan besok h milu 2024 calon presiden g pilih,negatif,neutral
422,2023-06-07 16:48:00+00:00,KpuMojokertoKab,"KPU Kabupaten Mojokerto Gelar Sosialisasi Daerah Pemilihan dan Alokasi Kursi Anggota DPRD Kabupaten Mojokerto Pada Pemilu Tahun 2024 di Kecamatan Trawas

Selengkapnya :
https://t.co/QIV4bvBq3i https://t.co/5YnlvLuyQV","kpu kabupaten mojokerto gelar sosialisasi daerah pemilihan dan alokasi kursi anggota dprd kabupaten mojokerto pada pemilu tahun 2024 di kecamatan trawas

selengkapnya 
 ",kpu kabupaten mojokerto gelar sosialisasi daerah pilih alokasi kursi anggota dprd kabupaten mojokerto milu 2024 camat trawas lengkap,negatif,neutral
423,2023-06-07 16:47:42+00:00,GunawanSerafine,"@RomitsuT Tentu Pemerintah akan mengapresiasi warga negara yg berprestasi, bukan cuma sekedar membayar utk manggung di acara ulang tahun. Apresiasi bro beda dgn menyewa... Kedengkian mu tdk merubah PKS menjadi partai pemenang pemilu kok", tentu pemerintah akan mengapresiasi warga negara yg berprestasi bukan cuma sekedar membayar utk manggung di acara ulang tahun apresiasi bro beda dgn menyewa kedengkian mu tdk merubah pks menjadi partai pemenang pemilu kok,perintah apresiasi warga negara yg prestasi dar bayar utk manggung acara ulang apresiasi bro beda dgn sewa dengki mu tdk rubah pks partai menang milu,negatif,positive
424,2023-06-07 16:44:07+00:00,WaspadaOnline,Gerindra Sarankan MK Putuskan Sistem Pemilu Usai Pilpres 2024 https://t.co/GN2MvpjpJD,gerindra sarankan mk putuskan sistem pemilu usai pilpres 2024 ,gerindra saran mk putus sistem milu pilpres 2024,negatif,neutral
425,2023-06-07 16:44:02+00:00,polres_buru,"Himbauan Kamtibmas Terkait Menjaga Sitkamtibmas Di kabupaten Buru Menjelang Tahun Pemilu 2024 Oleh Somad Kabau.
.
.
.
.
#polresburu https://t.co/Fr5FITBUQh","himbauan kamtibmas terkait menjaga sitkamtibmas di kabupaten buru menjelang tahun pemilu 2024 oleh somad kabau




",himbauan kamtibmas kait jaga sitkamtibmas kabupaten buru jelang milu 2024 somad kabau,negatif,neutral
426,2023-06-07 16:43:59+00:00,lawyzard,"@puaniku Bagus, afalin itu ada berapa partaì sekarang biar ngga bingung pas pemìlu besok", bagus afalin itu ada berapa parta sekarang biar ngga bingung pas pemlu besok,bagus afalin parta biar ngga bingung pas pemlu besok,negatif,neutral
427,2023-06-07 16:42:32+00:00,yaminhariyanto,"@RadarKorupsi PEMILU JURDIL
PEMIMU LUBER....
PEMILU ALAT UNTUK MEMILIH WAKIL RAKYAT YG MARTABAT DAN BERSAHABAT DENGAN RAKYAT.
PEMILU IMPLEMENTASI  DEMOKRASI......
PEMILU  MEMBERI KESEMPATAN KEPADA RAKYAT INDONESIA UNTUK MENCINTAI ,PERDULI TERHADAP NKRI KEDEPAN LEBIH MAJU DAN MAKMUR BERKEADILAN"," pemilu jurdil
pemimu luber
pemilu alat untuk memilih wakil rakyat yg martabat dan bersahabat dengan rakyat
pemilu implementasi  demokrasi
pemilu  memberi kesempatan kepada rakyat indonesia untuk mencintai perduli terhadap nkri kedepan lebih maju dan makmur berkeadilan",milu jurdil mi luber milu alat pilih wakil rakyat yg martabat sahabat rakyat milu implementasi demokrasi milu sempat rakyat indonesia cinta duli nkri depan maju makmur adil,negatif,positive
428,2023-06-07 16:41:07+00:00,PPLNDoha2024,"FINAL CALL..

PENDAFTARAN PEMILIH PEMILU 2024
Hanya sampai 15 Juni 2023

Penetapan DPTLN 21 Juni 2023
Pengumuman DPTLN 22 Juni 2023 https://t.co/QC1C04ikSE","final call

pendaftaran pemilih pemilu 2024
hanya sampai 15 juni 2023

penetapan dptln 21 juni 2023
pengumuman dptln 22 juni 2023 ",final call daftar pilih milu 2024 15 juni 2023 tetap dptln 21 juni 2023 umum dptln 22 juni 2023,negatif,neutral
429,2023-06-07 16:40:49+00:00,n0sm0_king,"@BosPurwa Duluu ada pejabat Singapura atau Malaysia (?), yang nyindir, Pemilu di Idonesia sudah bisa ditebak siapa pemenang nya sebelum pemilihan dimulai.. makanya skrg JKW speech spt itu", duluu ada pejabat singapura atau malaysia  yang nyindir pemilu di idonesia sudah bisa ditebak siapa pemenang nya sebelum pemilihan dimulai makanya skrg jkw speech spt itu,duluu jabat singapura malaysia nyindir milu idonesia tebak menang nya pilih skrg jkw speech spt,negatif,negative
430,2023-06-07 16:40:11+00:00,PPLNDoha2024,"LAST CALL ! 
Kesempatan terakhir sebelum Penetapan DPTLN 21 Juni 2023.

PPLN melayani Pendaftaran Pemilih Baru di WARUNG PEMILU bekerjasama dengan Restoran/Rumah Makan Indonesia di Qatar.

📍Catat waktu dan tempatnya
📍Siapkan No. Paspor

Sampai jumpaaa.. https://t.co/IsFkBHETYR","last call  
kesempatan terakhir sebelum penetapan dptln 21 juni 2023

ppln melayani pendaftaran pemilih baru di warung pemilu bekerjasama dengan restoranrumah makan indonesia di qatar

catat waktu dan tempatnya
siapkan no paspor

sampai jumpaaa ",last call sempat tetap dptln 21 juni 2023 ppln layan daftar pilih warung milu bekerjasama restoranrumah makan indonesia qatar catat tempat siap no paspor jumpaaa,negatif,neutral
431,2023-06-07 16:38:51+00:00,tonggeret01,"Menjual kesederhanaan, artinya kita sudah dekat dengan pemilu. Saran dari saya buat seluruh rakyat negeri ini, besok2 di tahun 2024 kalau memilih orang yang akan kalian amanat kan untuk mengelola negeri ini. Pilihlah orang yang di luar dari kelompok yang sama dengan politisi yang",menjual kesederhanaan artinya kita sudah dekat dengan pemilu saran dari saya buat seluruh rakyat negeri ini besok2 di tahun 2024 kalau memilih orang yang akan kalian amanat kan untuk mengelola negeri ini pilihlah orang yang di luar dari kelompok yang sama dengan politisi yang,jual sederhana milu saran rakyat negeri besok 2 2024 pilih orang amanat kelola negeri pilih orang kelompok politis,negatif,negative
432,2023-06-07 16:38:22+00:00,PBogosari,"#TemanPemilih, kamu perlu tau, inilah Rekapitulasi Data Pengajuan Bakal Calon Anggota DPR RI oleh Partai Politik Peserta Pemilu Tahun 2024

#KPUMelayani
#PemiluSerentak2024 https://t.co/LZFiAdIoOy"," kamu perlu tau inilah rekapitulasi data pengajuan bakal calon anggota dpr ri oleh partai politik peserta pemilu tahun 2024

",tau rekapitulasi data aju calon anggota dpr ri partai politik serta milu 2024,negatif,neutral
433,2023-06-07 16:38:20+00:00,KodratArief,@cagubnyinyir2 @SuryaPalohRI @hoax_bukan @dehadaud @P_ysf @BHD_8 Kalau kita ingin menang @ganjarpranowo Pemilu 2024 Anies bukan lawan tapi ORBA bonceng capres Prabowo ?,      kalau kita ingin menang  pemilu 2024 anies bukan lawan tapi orba bonceng capres prabowo ,menang milu 2024 anies lawan orba bonceng capres prabowo,negatif,negative
434,2023-06-07 16:37:22+00:00,IwanKurus8,"@NarasiNewsroom Bruh
,
Berapa banyak pun jumlah  ""Penyumbang"" buat atribut buat door prize dll tidak akan  diperiksa KPU
,
Setelah rezim ini tumbang aturan seperti ini harus dikembalikan supaya pemilu jujur dan bermartabat 
,
Yekan yekan yekan
,
☝️😤"," bruh

berapa banyak pun jumlah  penyumbang buat atribut buat door prize dll tidak akan  diperiksa kpu

setelah rezim ini tumbang aturan seperti ini harus dikembalikan supaya pemilu jujur dan bermartabat 

yekan yekan yekan

",bruh sumbang atribut door prize dll periksa kpu rezim tumbang atur kembali milu jujur martabat yekan yekan yekan,negatif,negative
435,2023-06-07 16:36:38+00:00,Ewiinnnnnnnnnnn,@liputan6dotcom inilah berkah moment pemilu, inilah berkah moment pemilu,berkah moment milu,positif,positive
436,2023-06-07 16:36:11+00:00,Godam062,"@MasRahmad121 @saiful_mujani @Bagasta8 @arsul_sani @LitbangKompas @BurhanMuhtadi @yunartowijaya @hantayuda @lingkaranSURVEI @blontankpoer Kalau yg biayai seluruh peserta pemilu, kemungkinan hasilnya masih 'okay' &amp; pasti seluruh partai tdk mau hasilnya dirilis ke publik jd hny unt konsumsi internal bukan spt saat ini. Tp kalau yg biayai survey ada di luar partai, unt apa buang duit &amp; apa manfaatnya bwt mereka ?",          kalau yg biayai seluruh peserta pemilu kemungkinan hasilnya masih okay amp pasti seluruh partai tdk mau hasilnya dirilis ke publik jd hny unt konsumsi internal bukan spt saat ini tp kalau yg biayai survey ada di luar partai unt apa buang duit amp apa manfaatnya bwt mereka ,yg biaya serta milu hasil okay amp partai tdk hasil rilis publik jd hny unt konsumsi internal spt tp yg biaya survey partai unt buang duit amp manfaat bwt,positif,negative
